,OBJECTID,POPULATION,LANG_CODE,LON_X,LAT_Y
27698,27699,544,2,70.2169,34.5184
37362,37363,1128,1,70.6657,36.5381
27970,27971,1452,2,70.7382,34.3321
40984,40985,888,1,69.2831,35.1496
15372,15373,533,1,67.3457,33.4078
3668,3669,539,1,67.3881,33.0629
7323,7324,967,2,65.8011,31.7783
2152,2153,595,2,62.861580000000004,32.242779999999996
21891,21892,1486,2,68.7606,33.1609
23542,23543,923,2,70.03399999999999,33.4241
17117,17118,805,1,64.4947,33.5402
43945,43946,543,1,69.5433,35.9299
44108,44109,1103,1,68.8216,36.2205
23373,23374,533,2,69.9758,33.3289
44768,44769,1086,3,64.6553,36.0649
4569,4570,504,2,64.4906,31.7564
5200,5201,1998,2,64.3482,31.4478
1498,1499,897,2,62.4694,32.6448
4687,4688,826,2,64.9276,32.3738
28640,28641,841,1,70.2512,34.6872
18456,18457,2959,1,68.6281,33.5215
28980,28981,1932,2,70.8482,34.6169
13925,13926,1005,2,66.4874,32.1555
1937,1938,2162,2,64.0769,31.5041
29140,29141,739,2,70.7541,34.8789
14666,14667,797,2,65.743,32.9783
12693,12694,669,1,66.1948,33.8173
21549,21550,791,1,66.4447,35.9602
37553,37554,653,2,69.2349,34.8754
23384,23385,3093,2,69.9765,33.3463
27458,27459,616,2,70.2992,34.2378
20425,20426,3492,3,65.2001,35.7057
34697,34698,1418,2,68.7756,37.2218
21293,21294,613,1,66.1078,36.0556
20337,20338,1002,3,64.8333,35.6255
29206,29207,711,2,70.9127,34.8935
3640,3641,1200,1,67.5535,33.1224
26742,26743,531,2,68.925,34.0933
40607,40608,1201,1,70.8365,36.8427
24378,24379,706,2,69.3414,33.3924
23468,23469,2722,2,70.0133,33.1716
1616,1617,835,2,62.9716,32.8451
29879,29880,2446,3,69.5081,37.3054
41733,41734,1817,1,69.7368,35.4274
44231,44232,1064,1,68.1294,35.7895
17488,17489,703,1,65.234,34.9906
30645,30646,1916,1,68.7855,37.1634
26053,26054,538,1,67.316,36.2071
36202,36203,522,1,68.7237,35.069
17633,17634,699,1,65.4428,34.931999999999995
41118,41119,7152,1,69.4736,35.266
14991,14992,588,4,66.0337,36.9784
42895,42896,797,1,62.5166,34.4896
6972,6973,1033,1,61.49,34.4194
42195,42196,1171,1,69.1102,36.6532
18240,18241,712,2,68.61034000000001,33.82997
36509,36510,1306,1,69.1926,35.0916
14995,14996,901,3,66.2923,36.9976
6621,6622,745,1,63.4738,34.7941
14257,14258,2185,2,66.1964,32.6841
38907,38908,1018,2,68.3894,33.9937
4224,4225,948,2,62.0289,32.4521
20474,20475,1112,3,65.2891,35.8544
8418,8419,1047,2,66.2758,31.048000000000002
36983,36984,1057,1,70.3637,36.7245
36716,36717,691,2,69.2311,34.904
2354,2355,684,2,64.1903,31.131
21688,21689,863,1,66.5063,35.9382
7706,7707,662,2,65.5462,31.5309
12699,12700,536,1,66.1528,33.7938
10234,10235,903,2,65.7643,36.6213
41697,41698,610,1,69.6291,35.3306
29383,29384,708,2,71.1241,34.83
12934,12935,684,1,64.4561,35.2352
26852,26853,739,2,68.9419,33.9224
3004,3005,1839,2,65.0106,32.2437
2297,2298,1616,2,64.1965,30.9845
5190,5191,1279,2,64.312,31.3626
18726,18727,509,2,68.4574,33.332
12890,12891,539,1,64.4108,34.9091
16595,16596,813,1,68.1827,33.6115
30649,30650,644,1,68.78699999999999,37.2115
34923,34924,891,3,70.4543,37.1427
20968,20969,940,1,65.7145,36.0947
7135,7136,704,2,63.3129,35.658
24574,24575,1219,2,69.0762,33.546
24323,24324,1287,1,69.2203,33.5816
23174,23175,2857,2,69.6386,33.2983
39129,39130,510,2,69.5216,34.7114
38571,38572,854,1,68.7777,34.4763
22622,22623,574,2,69.0784,32.9524
22922,22923,1173,2,69.4405,33.1198
6365,6366,900,1,62.7314,34.2384
11286,11287,800,1,65.6364,33.7221
28175,28176,997,2,70.5503,34.1159
18291,18292,1164,2,68.60600000000001,33.7727
18677,18678,628,2,68.4097,33.3504
6297,6298,730,1,62.2522,33.6323
27676,27677,815,2,70.2384,34.5184
23106,23107,1413,2,69.7606,33.3553
43944,43945,560,1,69.6332,35.991
2599,2600,614,2,64.5851,31.8184
7227,7228,1417,2,63.8648,35.7276
17636,17637,525,1,64.8169,34.5317
39598,39599,759,2,69.8661,34.6724
23369,23370,766,2,69.976,33.3194
43078,43079,657,1,62.0521,34.2569
39576,39577,16600,2,69.7647,34.5896
44415,44416,575,2,69.661,34.8452
10107,10108,657,4,65.0755,36.9637
38732,38733,571,2,68.5728,33.8888
27522,27523,1106,2,70.4055,34.2984
34821,34822,629,8,71.4912,37.5736
11606,11607,612,1,65.7033,33.849000000000004
30130,30131,897,2,69.2175,37.0544
41864,41865,538,1,69.2381,35.076
21438,21439,1098,1,66.9447,36.656
28871,28872,1869,2,70.7713,34.6162
36701,36702,669,1,69.3058,34.975
37403,37404,757,1,70.0425,36.7928
23956,23957,1094,2,69.7884,33.7338
18525,18526,1057,2,68.3546,33.3789
4040,4041,506,1,61.7393,32.1609
27113,27114,1018,2,69.7124,34.2843
37586,37587,1019,1,69.1345,34.9273
41372,41373,687,2,69.0274,36.099000000000004
5381,5382,837,2,64.9755,32.2235
36588,36589,2533,1,69.2182,35.2039
20160,20161,526,3,66.2333,35.8994
38822,38823,785,2,68.6932,33.9833
10681,10682,721,3,64.8139,35.7196
41308,41309,1206,3,69.2602,35.9267
22678,22679,916,2,69.2668,32.8494
30035,30036,532,2,69.0617,37.1489
23008,23009,1086,2,69.5046,33.2959
35027,35028,733,3,69.7587,36.8429
39675,39676,5962,1,69.0924,34.7333
29413,29414,2562,2,71.179,34.8896
14177,14178,3500,2,66.7322,32.9417
10785,10786,861,3,64.25414,35.668690000000005
4265,4266,682,2,62.1346,32.4938
41365,41366,1115,1,69.0948,35.998000000000005
13653,13654,926,2,63.8596,35.6354
18518,18519,766,2,68.3439,33.3367
26560,26561,1022,2,68.9883,34.0242
17660,17661,663,1,65.1626,34.6165
26410,26411,1087,1,67.7463,36.4302
44169,44170,1075,2,68.6988,36.2067
4525,4526,718,2,64.17282,31.0211
43140,43141,685,1,62.0088,34.2762
22697,22698,629,2,69.1936,32.9808
1732,1733,643,1,62.4719,34.8829
6813,6814,706,1,63.1475,34.6895
11499,11500,549,1,65.9134,33.9226
4813,4814,784,1,67.2125,33.0976
37204,37205,933,1,69.0145,34.5355
36802,36803,521,1,70.3373,36.929
2503,2504,1052,2,64.2582,31.6878
43072,43073,1117,1,62.2779,34.2281
6710,6711,1153,2,63.5831,34.9926
6776,6777,674,2,63.1277,34.9263
22818,22819,866,2,69.2722,33.0249
36390,36391,1107,1,69.2017,34.9796
21518,21519,1026,1,66.8668,36.7287
43973,43974,767,1,69.5105,35.983000000000004
23173,23174,8900,2,69.6848,33.3112
9189,9190,649,2,65.6394,31.5525
26450,26451,532,1,67.2936,36.5412
23487,23488,2343,2,69.8667,33.3076
1163,1164,750,2,64.7449,31.9014
40312,40313,751,1,68.5991,36.063
4649,4650,2682,2,64.7444,32.4433
34736,34737,721,4,68.98100000000001,37.1993
33808,33809,1188,1,69.8375,37.5698
29373,29374,2540,2,71.1104,34.8184
27975,27976,544,2,70.8295,34.4202
28256,28257,811,2,70.6983,34.0412
7907,7908,596,2,65.4964,31.5235
36528,36529,728,1,69.2131,35.1044
14890,14891,9964,4,65.0792,36.8764
43336,43337,504,1,62.0537,34.3097
7409,7410,588,2,65.6247,31.6512
8105,8106,1244,2,65.97046,31.473000000000003
7325,7326,1838,2,65.7482,31.7589
12384,12385,701,1,63.916000000000004,34.745
5608,5609,1363,2,64.832,33.0463
19688,19689,1235,2,68.91642,32.80332
29791,29792,2703,2,71.3886,35.1473
6209,6210,778,1,62.5681,33.7777
23123,23124,2689,2,69.7864,33.2962
30097,30098,2474,3,69.0886,37.1106
35261,35262,713,1,70.1952,37.3867
20630,20631,778,1,64.9008,35.0705
3556,3557,934,2,62.2155,33.3658
7108,7109,700,2,63.2897,35.7363
19428,19429,886,2,67.6882,32.6698
37719,37720,1200,3,69.1355,36.1957
38524,38525,520,2,68.7959,34.3686
2171,2172,1168,2,64.3109,31.6742
10423,10424,1203,1,66.2256,36.8735
29435,29436,534,2,71.2207,34.8495
38836,38837,891,2,68.7319,34.1208
2169,2170,1070,2,64.2828,31.6087
19667,19668,3253,2,68.6503,33.0483
752,753,1310,6,70.5631,34.5439
14655,14656,562,2,65.5889,32.926
30142,30143,549,2,69.1919,37.071999999999996
387,388,792,8,63.1595,30.1721
3583,3584,2499,2,62.1555,33.2965
27502,27503,13595,2,70.2842,34.2033
30306,30307,1172,3,69.3715,37.1331
10493,10494,720,2,66.54,36.7609
43930,43931,1031,1,69.6284,36.0175
40604,40605,1008,1,70.84100000000001,36.8612
9174,9175,2245,2,65.7321,31.5819
37352,37353,2235,1,70.8013,36.5039
32688,32689,1103,1,69.6077,37.1156
40928,40929,604,1,69.2979,35.1637
12207,12208,609,1,64.1582,35.5852
4219,4220,804,2,62.0595,32.4402
14899,14900,7217,4,65.0801,36.9114
27277,27278,549,2,70.0311,34.2242
630,631,660,1,67.56424,32.98258
859,860,716,1,62.0782,34.8023
29865,29866,4100,3,69.6125,37.4653
6628,6629,717,1,63.4976,34.8413
22401,22402,1813,2,69.3335,32.6038
40863,40864,584,1,69.3161,35.0354
2538,2539,1462,2,64.65671,31.85922
41887,41888,742,1,69.3065,35.0515
34757,34758,688,3,68.8747,37.1732
29911,29912,3099,2,67.1615,36.8913
17730,17731,785,1,64.9381,34.6736
7853,7854,981,2,65.3304,31.4584
21505,21506,1134,1,66.9887,36.7498
8498,8499,1949,2,66.4772,31.1401
40142,40143,956,1,69.4453,36.7885
7802,7803,915,2,65.3273,31.5362
30133,30134,922,3,69.1162,37.1265
7122,7123,1687,2,63.3504,35.5586
6680,6681,565,1,63.2093,34.7796
20415,20416,1038,3,64.848,35.9119
14193,14194,631,2,66.5644,32.9119
39733,39734,1194,1,69.2015,34.8406
7397,7398,5118,2,65.6014,31.659000000000002
9966,9967,1029,2,66.9176,32.1155
27984,27985,695,2,70.7452,34.3629
41791,41792,570,1,69.9906,35.6039
37760,37761,1064,2,69.0299,36.7511
1422,1423,723,2,62.1549,34.7542
11190,11191,513,1,65.892,33.4432
1496,1497,1130,2,62.6191,32.6742
17700,17701,674,1,67.7988,33.2348
34671,34672,1040,3,68.7542,36.78
7698,7699,1277,2,65.5577,31.5348
21532,21533,2556,2,66.9,36.6964
28358,28359,818,2,70.8065,33.9962
23175,23176,913,2,69.6241,33.2905
2359,2360,998,2,64.1661,31.073
36743,36744,550,1,70.7025,36.979
27858,27859,2964,1,70.3859,34.433
28523,28524,641,2,71.1123,34.2514
26485,26486,40800,1,67.7256,36.7022
42989,42990,1690,1,62.1654,34.2765
40873,40874,905,1,69.3082,35.0442
17314,17315,1244,1,65.054,33.6439
4554,4555,715,2,64.5071,31.7717
41835,41836,978,1,69.2679,35.0776
37001,37002,546,1,70.4251,36.7295
32411,32412,597,1,67.1519,35.4813
4671,4672,1024,2,64.875,32.3626
16815,16816,548,2,68.3074,33.6389
21082,21083,531,2,66.2094,36.2346
24677,24678,839,2,69.7194,34.1353
27550,27551,861,2,70.431,34.3093
3657,3658,530,1,67.5238,33.016999999999996
24830,24831,899,2,69.0984,34.2192
27817,27818,1001,2,70.5209,34.4123
21012,21013,700,3,65.8183,36.1076
35291,35292,607,1,70.0855,37.2827
24795,24796,1005,2,69.2012,34.141
14558,14559,811,2,65.4575,32.6865
14993,14994,705,4,66.3049,37.0206
22940,22941,770,2,69.4531,33.1941
34957,34958,689,3,69.249,36.7123
2574,2575,1371,2,64.5842,31.8276
36549,36550,765,1,69.2299,35.1141
21953,21954,841,2,68.8043,33.1948
17537,17538,831,1,65.0584,34.3986
9507,9508,1056,2,67.4361,32.5217
7129,7130,1287,2,63.2773,35.6736
5644,5645,699,2,64.8438,32.9286
35805,35806,1081,1,70.2131,37.8549
18725,18726,587,2,68.4762,33.2569
40702,40703,558,1,69.454,36.4292
4243,4244,1032,2,62.2151,32.4673
7810,7811,692,2,65.3547,31.5319
40517,40518,1068,3,65.3677,36.0346
27475,27476,2703,2,70.2733,34.2057
4969,4970,616,1,67.1412,33.1014
11436,11437,969,1,66.4967,36.6752
7985,7986,1126,2,62.1816,33.2229
2912,2913,623,2,64.833,32.0077
14817,14818,766,1,66.1433,33.1429
3364,3365,538,1,63.7139,34.3325
14598,14599,714,2,65.3829,32.5432
21193,21194,1195,1,65.9018,36.2589
14682,14683,572,2,65.4775,32.9643
11115,11116,1076,1,65.5479,33.7098
28326,28327,1198,2,70.7659,34.2003
27943,27944,772,2,70.6719,34.4129
29164,29165,572,2,70.7639,35.014
10763,10764,901,3,64.7263,35.9361
1603,1604,1584,2,62.1207,32.6604
13841,13842,527,3,64.0558,35.6626
29654,29655,773,2,71.4398,34.9757
35250,35251,1537,7,70.4667,35.8
10834,10835,1089,3,64.3691,35.8143
25197,25198,728,2,70.3593,34.8351
27013,27014,986,2,68.9226,33.6637
11143,11144,1087,1,65.7552,33.3971
41390,41391,654,2,69.0676,36.0713
24335,24336,511,2,69.1336,33.6505
35893,35894,538,1,68.7313,34.8644
22933,22934,1118,2,69.4327,33.1141
2368,2369,574,2,64.2328,31.1109
20938,20939,597,1,66.0546,35.6946
43287,43288,571,1,62.2408,34.2265
30135,30136,885,3,69.1543,37.1213
41879,41880,504,1,69.2996,35.0431
29160,29161,544,2,70.7416,34.9926
28233,28234,578,2,70.6921,34.0663
18646,18647,571,2,68.4497,33.3235
43066,43067,978,1,62.1349,34.0823
14889,14890,2874,4,65.1395,36.8359
2756,2757,767,2,64.4871,32.4166
25,26,1135,1,68.41526999999999,33.53687
22951,22952,514,2,69.5508,33.231
3579,3580,731,2,62.1746,33.3251
16433,16434,889,1,68.2136,33.6583
20001,20002,886,2,66.9688,36.9819
15360,15361,503,1,67.35,33.4021
41184,41185,565,1,70.9726,36.7164
5279,5280,1171,2,64.2116,32.4696
28719,28720,541,2,70.1865,34.6622
5216,5217,2564,2,64.1,31.4331
14930,14931,889,2,65.6123,36.7537
5196,5197,576,2,64.2293,31.3228
8056,8057,2464,2,62.324,33.3407
20578,20579,1041,1,65.0709,35.0293
38827,38828,840,2,68.71300000000001,34.006
42162,42163,714,1,69.3512,36.3224
6516,6517,759,2,63.0102,35.2097
13724,13725,584,2,64.7538,36.3172
26562,26563,1332,2,69.0506,33.9624
10289,10290,1275,1,64.85722,36.24184
20201,20202,505,1,66.6983,36.6914
35272,35273,830,1,70.1905,37.1463
8403,8404,3090,2,66.3725,30.9335
22099,22100,943,2,68.4088,32.3848
30238,30239,582,3,69.4148,37.1063
4192,4193,1137,2,62.1124,32.3856
10420,10421,886,4,66.2701,36.842
12610,12611,850,1,64.4262,35.2133
4637,4638,507,2,64.7245,32.3641
19180,19181,1197,2,67.9781,33.1229
30665,30666,1242,3,68.2916,36.4307
37385,37386,800,1,70.7905,36.5226
22600,22601,1231,2,68.9434,33.0807
6930,6931,930,1,61.0518,34.7704
26472,26473,1002,3,67.7857,36.7068
21357,21358,2535,1,66.852,36.2865
6669,6670,630,1,63.5009,34.6895
7827,7828,869,2,65.4353,31.4986
27785,27786,1150,2,70.5554,34.4139
16945,16946,661,1,64.4118,33.5284
6935,6936,2386,1,61.0916,34.7098
39051,39052,531,2,69.0647,35.1612
38900,38901,754,2,68.4175,33.884
42907,42908,940,1,62.5314,34.5791
41865,41866,1127,1,69.2429,35.0427
42437,42438,573,1,68.8844,35.5667
23984,23985,641,2,69.93369,33.70904
12114,12115,1183,1,64.5164,34.6714
40969,40970,1116,1,69.3288,35.1055
22845,22846,729,2,69.2754,33.1059
44140,44141,730,2,68.7026,36.2667
43192,43193,514,1,62.1507,34.3094
43275,43276,712,1,62.2305,34.2968
39229,39230,889,1,69.0769,34.6823
39202,39203,1043,2,69.0727,34.7386
43434,43435,523,1,66.6464,34.4728
40897,40898,1291,1,69.3659,35.0404
6688,6689,908,1,63.236000000000004,34.7771
3577,3578,1224,1,62.1766,33.291
2299,2300,660,2,64.1367,30.9736
37368,37369,599,1,70.6083,36.2873
23669,23670,1046,2,69.9963,33.4707
26031,26032,640,1,67.0651,35.8948
40877,40878,525,1,69.3304,35.0102
10096,10097,1233,3,66.1452,36.9448
1749,1750,657,1,61.6948,34.0529
5202,5203,822,2,64.303,31.3406
5105,5106,841,2,62.1251,35.1126
40430,40431,1166,1,61.7205,35.1783
21628,21629,587,1,66.54616999999999,36.01948
19296,19297,592,2,67.7794,32.8503
2903,2904,2369,2,64.8733,32.0886
4543,4544,2134,2,64.5942,31.7973
2060,2061,815,2,64.7286,32.7275
23651,23652,3412,2,70.0052,33.4937
28076,28077,538,2,70.6545,34.1958
34813,34814,566,1,71.4945,37.5191
26458,26459,1135,1,67.8856,36.7032
10940,10941,688,1,65.6678,33.1927
10514,10515,513,2,66.37,36.835
37042,37043,808,1,70.5202,36.9804
34502,34503,789,2,68.62195,34.13363
28759,28760,590,1,70.1177,34.7462
39708,39709,71424,1,69.1476,34.7852
27847,27848,1192,2,70.4297,34.4037
39215,39216,868,2,69.0217,34.7501
26037,26038,804,1,67.1415,35.6196
24640,24641,1351,2,69.7819,33.9591
21110,21111,668,1,66.2172,36.1904
37782,37783,1095,1,69.0444,36.6741
6641,6642,643,1,63.5869,34.8063
13936,13937,624,2,66.3492,32.1566
24764,24765,1218,1,69.0865,34.1508
21525,21526,736,2,66.8464,36.7249
10960,10961,908,1,65.533,33.2116
4584,4585,1806,2,64.5016,31.6874
29318,29319,2166,2,71.0502,34.758
28547,28548,1149,2,70.7208,34.3152
30942,30943,556,1,66.9518,34.7334
18358,18359,699,2,63.96473,33.07973
28939,28940,2708,2,70.8801,34.6443
30904,30905,676,1,66.9546,34.7418
10673,10674,714,1,64.7118,35.7159
33055,33056,1196,5,69.4252,37.3426
3025,3026,1419,2,65.1379,32.0328
6512,6513,516,2,63.0222,35.1913
33213,33214,671,1,69.7272,37.3068
30285,30286,1117,9,69.4558,37.1591
34972,34973,1032,2,69.0734,36.6911
4405,4406,544,5,63.5222,32.1769
37862,37863,704,2,68.8738,36.5708
29315,29316,1129,2,71.0253,34.7459
3566,3567,6065,2,62.1483,33.2905
43319,43320,1787,1,62.1133,34.3169
10099,10100,1406,4,66.1738,36.9436
9876,9877,1043,2,67.6331,32.2123
26918,26919,1034,2,68.946,33.8176
7939,7940,751,2,62.2342,33.3363
22482,22483,1444,2,69.0858,32.7958
20667,20668,1514,1,68.4019,33.5426
28546,28547,1470,6,70.7441,34.2339
19739,19740,827,2,68.9016,32.7456
32506,32507,1178,1,67.9665,35.2746
10157,10158,2212,2,66.4564,36.8204
37723,37724,1101,1,69.2365,36.2163
10479,10480,1278,3,66.5465,36.9546
25298,25299,697,6,70.0818,34.9372
7899,7900,525,2,65.6145,31.4269
6609,6610,540,1,63.2046,34.7248
38579,38580,2832,2,68.794,34.4472
37172,37173,1044,1,70.2627,36.4839
21550,21551,844,1,66.4577,35.9354
28511,28512,1195,2,71.03699999999999,34.1281
18458,18459,663,1,68.6194,33.4978
23913,23914,796,2,69.7733,33.6578
38980,38981,603,2,68.8585,34.9873
37766,37767,971,2,68.9977,36.7369
11279,11280,698,1,65.5655,33.422
38777,38778,1141,2,68.7509,34.0662
7807,7808,667,2,65.3752,31.5152
29133,29134,886,2,70.7628,34.9358
23009,23010,749,2,69.4667,33.29
28870,28871,638,2,70.7573,34.6104
23018,23019,799,2,69.8719,33.2647
16018,16019,1006,1,63.852940000000004,33.42582
35746,35747,898,1,70.5134,37.9678
37744,37745,6120,3,69.1579,36.2226
27796,27797,1052,2,70.5757,34.4259
34327,34328,531,1,70.2287,37.4575
29289,29290,1371,2,71.0899,34.7598
26926,26927,589,1,68.9563,33.846
17371,17372,564,1,65.1781,33.6784
34565,34566,550,2,68.4934,34.0177
28042,28043,1116,2,70.6382,34.2497
14550,14551,2059,2,65.4858,32.6501
31292,31293,1189,1,68.9889,36.7026
38600,38601,540,2,68.7224,34.3681
27253,27254,596,2,69.9503,34.3009
10989,10990,944,2,66.1865,36.8838
44655,44656,814,2,69.1711,34.3503
39166,39167,635,2,69.4247,34.7841
23792,23793,621,2,69.6791,33.5387
20737,20738,853,1,64.7584,35.3524
25103,25104,666,6,70.585,34.6515
22648,22649,803,2,69.1886,32.9432
23141,23142,598,2,69.8074,33.3089
14679,14680,749,2,65.7703,33.0087
40550,40551,24904,3,65.3878,36.0857
27609,27610,1253,2,70.255,34.3969
18162,18163,508,2,66.8846,33.3699
17937,17938,1156,1,64.8589,34.4395
27779,27780,1020,2,70.5115,34.3809
2370,2371,597,2,64.223,31.038
33765,33766,563,1,67.8725,34.345
42543,42544,746,1,68.2935,35.3991
28748,28749,909,2,70.096,34.789
4862,4863,1010,1,67.5322,32.9739
3743,3744,656,1,67.5443,33.2157
9894,9895,533,2,67.6257,32.079
19460,19461,791,2,67.4921,32.6832
5596,5597,1027,2,65.1574,32.7741
42058,42059,555,1,61.6497,35.0304
30686,30687,5746,1,67.0227,36.7451
41073,41074,957,1,69.3774,35.2314
1586,1587,516,2,63.282830000000004,32.661640000000006
36739,36740,984,1,70.71,37.0288
41655,41656,579,1,69.6135,35.2446
10162,10163,592,2,66.4225,36.7685
36867,36868,516,1,69.0851,34.817
17501,17502,528,1,65.2071,34.4549
2870,2871,655,2,64.6634,32.1312
1180,1181,7500,1,61.7295,34.3441
21317,21318,568,1,66.367,36.3605
531,532,1603,5,61.8355,31.0043
22624,22625,721,2,69.2654,32.8439
8713,8714,581,2,66.5516,31.2753
26703,26704,873,2,69.1957,34.0015
29279,29280,669,2,70.99696999999999,34.76287
42138,42139,667,1,61.545,35.0614
4683,4684,668,2,64.8694,32.3301
8204,8205,619,2,62.1181,33.1059
23236,23237,7599,2,69.6883,33.5023
4247,4248,2192,2,62.2519,32.4933
4107,4108,544,1,61.5985,31.6999
20697,20698,704,1,64.7852,35.3814
25119,25120,12519,6,70.5919,34.6502
15467,15468,641,1,64.6057,34.0217
18740,18741,1198,2,68.3513,33.396
22982,22983,613,2,69.5537,33.3035
33814,33815,590,1,69.7515,37.4917
27152,27153,584,2,69.8837,34.3232
5197,5198,536,2,64.2733,31.3068
43306,43307,1168,1,62.2839,34.2395
17505,17506,786,1,64.9835,34.4353
14291,14292,611,2,66.2397,32.7473
40124,40125,641,3,69.3834,36.7961
32587,32588,582,1,68.005,34.9828
6914,6915,1108,1,63.1015,34.9816
40752,40753,1026,1,69.6852,35.0441
27904,27905,1487,2,70.5795,34.4377
27910,27911,995,2,70.5818,34.4567
27965,27966,1910,2,70.7668,34.3132
3310,3311,521,1,63.9623,34.1604
10458,10459,520,2,66.6856,36.705999999999996
21875,21876,781,2,68.7462,33.2156
35067,35068,708,3,69.6252,36.67
5311,5312,1198,2,64.4324,31.5928
7798,7799,1648,2,65.3653,31.4549
28895,28896,717,6,70.7545,34.7284
5207,5208,1080,2,64.2881,31.3824
44791,44792,829,3,64.8628,36.039
28634,28635,1639,1,70.2198,34.592
26559,26560,1406,2,69.0703,33.9696
38809,38810,618,2,68.7616,34.0451
14823,14824,1140,2,66.2679,33.3693
19518,19519,521,2,67.6772,32.6357
885,886,945,1,62.4214,34.7376
17729,17730,657,1,64.8684,34.4879
29234,29235,1318,2,70.8625,34.9643
21573,21574,659,1,66.396,35.8672
43949,43950,938,1,69.4992,35.9369
17043,17044,550,1,64.3948,33.2362
41067,41068,641,1,69.3726,35.2249
37226,37227,863,1,69.0283,34.5296
26927,26928,586,2,68.9612,33.8022
29869,29870,1010,3,69.5479,37.5226
39896,39897,511,1,69.516,36.7183
20155,20156,1079,3,66.3459,36.0255
12834,12835,633,1,65.9912,33.5975
35207,35208,547,3,69.2724,36.7512
5076,5077,923,1,62.2331,34.8389
19926,19927,1007,2,68.3827,32.7611
29437,29438,747,2,71.2323,34.8093
24169,24170,639,2,69.4073,33.6761
9543,9544,613,2,67.255,32.3525
29943,29944,1119,2,68.8137,36.6908
37117,37118,571,1,70.2205,36.8019
30002,30003,940,2,68.8258,36.7559
24127,24128,714,2,69.627,33.8642
33209,33210,1124,1,69.7198,37.3695
35174,35175,1127,1,69.3614,36.731
20972,20973,538,1,65.9115,36.0543
6670,6671,1070,1,63.4666,34.7033
38670,38671,609,2,68.8196,34.4284
4549,4550,507,1,64.5679,31.6902
2683,2684,641,2,64.4451,32.5069
30571,30572,581,6,70.494,34.9924
31410,31411,911,1,68.8906,36.7785
40254,40255,792,2,68.5983,35.9921
1922,1923,1030,2,64.3812,31.7661
7399,7400,1545,2,65.6711,31.665
19710,19711,779,2,68.8341,32.8267
38759,38760,1089,2,68.6077,33.8971
8094,8095,744,2,62.1283,33.1579
6261,6262,1409,1,62.2725,33.6499
15630,15631,643,1,64.2043,34.1203
41228,41229,525,1,70.0043,36.1994
29632,29633,633,2,71.1747,35.0035
39173,39174,3160,2,69.39,34.8562
8141,8142,1369,2,65.8366,31.541999999999998
37216,37217,950,1,69.0168,34.5527
10283,10284,1601,3,64.8683,36.2487
39385,39386,558,2,69.169,34.2983
6386,6387,550,1,62.883,34.2519
15599,15600,501,1,67.0773,33.2744
9430,9431,645,2,67.4315,32.7219
27272,27273,942,2,70.0181,34.1971
44080,44081,668,2,68.7828,36.2695
19039,19040,555,2,68.1212,33.2449
